Date,Close,Open,High,Low,Volume
2016-03-27,39.4075,39.595,40.0475,38.7275,348623.25
2016-03-28,39.39,39.55,40.14,38.86,299775.0
2016-03-29,38.28,39.32,39.48,37.91,488032.0
2016-03-30,38.32,38.52,39.85,38.14,542469.0
2016-03-31,38.34,38.3,39.04,37.57,532152.0
2016-04-01,36.79,38.14,38.56,36.63,547190.0
2016-04-02,36.4267,37.63,38.11,36.24,547952.3333
2016-04-03,36.0633,37.12,37.66,35.85,548714.6667
2016-04-04,35.7,36.61,37.21,35.46,549477.0
2016-04-05,35.89,35.5,36.58,35.24,485543.0
2016-04-06,37.75,36.52,37.9,36.43,751048.0
2016-04-07,37.26,37.76,38.3,36.69,626749.0
2016-04-08,39.72,37.52,39.84,37.45,817230.0
2016-04-09,39.9333,38.2533,40.1433,38.05,771270.3333
2016-04-10,40.1467,38.9867,40.4467,38.65,725310.6667
2016-04-11,40.36,39.72,40.75,39.25,679351.0
2016-04-12,42.17,40.35,42.25,40.09,796837.0
2016-04-13,41.76,41.63,42.42,41.24,730437.0
2016-04-14,41.5,41.54,42.16,40.84,488614.0
2016-04-15,40.36,41.43,41.73,39.98,520146.0
2016-04-16,40.1667,40.5367,41.2333,39.19,460918.3333
2016-04-17,39.9733,39.6433,40.7367,38.4,401690.6667
2016-04-18,39.78,38.75,40.24,37.61,342463.0
2016-04-19,41.08,40.04,41.53,39.58,101734.0
2016-04-20,42.63,40.8,42.91,39.85,796240.0
2016-04-21,43.18,43.97,44.49,43.05,671103.0
2016-04-22,43.73,43.42,44.45,43.11,575107.0
2016-04-23,43.3667,43.53,44.3133,42.9333,585532.3333
2016-04-24,43.0033,43.64,44.1767,42.7567,595957.6667
2016-04-25,42.64,43.75,44.04,42.58,606383.0
2016-04-26,44.04,42.96,44.83,42.5,564392.0
2016-04-27,45.33,44.64,45.62,43.77,648028.0
2016-04-28,46.03,45.3,46.14,44.94,487412.0
2016-04-29,45.92,45.9,46.78,45.24,598439.0
2016-04-30,45.54,45.9,46.57,45.0067,553635.0
2016-05-01,45.16,45.9,46.36,44.7733,508831.0
2016-05-02,44.78,45.9,46.15,44.54,464027.0
2016-05-03,43.65,44.92,45.35,43.32,625551.0
2016-05-04,43.78,43.85,44.88,43.22,711125.0
2016-05-05,44.32,44.04,46.07,43.96,746159.0
2016-05-06,44.66,44.52,45.34,43.54,695306.0
2016-05-07,44.2533,44.68,45.54,43.44,719393.3333
2016-05-08,43.8467,44.84,45.74,43.34,743480.6667
2016-05-09,43.44,45.0,45.94,43.24,767568.0
2016-05-10,44.66,43.25,44.79,43.03,709415.0
2016-05-11,46.23,44.6,46.36,43.96,869957.0
2016-05-12,46.7,46.0,47.02,45.61,715102.0
2016-05-13,46.21,46.41,46.49,45.75,519363.0
2016-05-14,46.7133,46.3667,46.9867,45.8833,529863.0
2016-05-15,47.2167,46.3233,47.4833,46.0167,540363.0
2016-05-16,47.72,46.28,47.98,46.15,550863.0
2016-05-17,48.31,47.9,48.76,47.53,470440.0
2016-05-18,48.19,48.53,48.95,47.75,343184.0
2016-05-19,48.16,47.87,48.28,46.73,108816.0
2016-05-20,47.75,48.2,48.79,47.44,538047.0
2016-05-21,47.86,48.2867,48.6933,47.4267,517182.3333
2016-05-22,47.97,48.3733,48.5967,47.4133,496317.6667
2016-05-23,48.08,48.46,48.5,47.4,475453.0
2016-05-24,48.62,48.08,49.27,47.64,475965.0
2016-05-25,49.56,49.09,49.75,48.65,550501.0
2016-05-26,49.48,49.7,50.21,49.22,488465.0
2016-05-27,49.33,49.31,49.6,48.69,406386.0
2016-05-28,49.2725,49.3675,49.725,48.72,424036.5
2016-05-29,49.215,49.425,49.85,48.75,441687.0
2016-05-30,49.1575,49.4825,49.975,48.78,459337.5
2016-05-31,49.1,49.54,50.1,48.81,476988.0
2016-06-01,49.01,48.82,49.25,47.75,568839.0
2016-06-02,49.17,48.9,49.47,47.97,564846.0
2016-06-03,48.62,49.04,49.41,48.33,481034.0
2016-06-04,48.9767,48.9867,49.5733,48.4567,470846.6667
2016-06-05,49.3333,48.9333,49.7367,48.5833,460659.3333
2016-06-06,49.69,48.88,49.9,48.71,450472.0
2016-06-07,50.36,49.71,50.53,49.44,542254.0
2016-06-08,51.23,50.41,51.62,50.32,656416.0
2016-06-09,50.56,51.45,51.67,50.23,560723.0
2016-06-10,49.07,50.47,50.73,48.8,596119.0
2016-06-11,49.0067,49.93,50.2467,48.5867,566091.3333
2016-06-12,48.9433,49.39,49.7633,48.3733,536063.6667
2016-06-13,48.88,48.85,49.28,48.16,506036.0
2016-06-14,48.49,48.52,48.69,47.84,456144.0
2016-06-15,48.01,47.9,48.72,47.28,527870.0
2016-06-16,46.21,47.45,47.75,45.91,507910.0
2016-06-17,47.98,45.99,48.29,45.83,226653.0
2016-06-18,48.4433,46.7567,48.6667,46.6,183866.3333
2016-06-19,48.9067,47.5233,49.0433,47.37,141079.6667
2016-06-20,49.37,48.29,49.42,48.14,98293.0
2016-06-21,48.85,49.14,49.32,48.16,475407.0
2016-06-22,49.13,50.22,50.54,48.4,569939.0
2016-06-23,50.11,49.08,50.23,49.08,401885.0
2016-06-24,47.64,50.3,50.45,46.7,649446.0
2016-06-25,47.2033,49.47,49.62,46.41,601168.3333
2016-06-26,46.7667,48.64,48.79,46.12,552890.6667
2016-06-27,46.33,47.81,47.96,45.83,504613.0
2016-06-28,47.85,46.59,48.18,46.54,498851.0
2016-06-29,49.88,48.06,50.0,47.98,511476.0
2016-06-30,48.33,49.55,49.62,48.17,508736.0
2016-07-01,48.99,48.38,49.3,47.9,405187.0
2016-07-02,48.3925,48.5625,49.3125,47.5075,456188.75
2016-07-03,47.795,48.745,49.325,47.115,507190.5
2016-07-04,47.1975,48.9275,49.3375,46.7225,558192.25
2016-07-05,46.6,49.11,49.35,46.33,609194.0
2016-07-06,47.43,46.83,47.95,45.92,607663.0
2016-07-07,45.14,47.88,48.25,44.87,710893.0
2016-07-08,45.41,45.19,45.97,44.77,583078.0
2016-07-09,45.1933,45.15,45.9033,44.6533,566604.3333
2016-07-10,44.9767,45.11,45.8367,44.5367,550130.6667
2016-07-11,44.76,45.07,45.77,44.42,533657.0
2016-07-12,46.8,44.58,46.93,44.51,658257.0
2016-07-13,44.75,46.58,46.71,44.56,686245.0
2016-07-14,45.68,45.14,45.8,44.95,573761.0
2016-07-15,45.95,45.52,46.33,45.05,430256.0
2016-07-16,45.7133,45.72,46.2667,44.9867,357301.6667
2016-07-17,45.4767,45.92,46.2033,44.9233,284347.3333
2016-07-18,45.24,46.12,46.14,44.86,211393.0
2016-07-19,44.65,45.23,45.67,44.53,128127.0
2016-07-20,44.94,44.59,45.25,43.69,541014.0
2016-07-21,44.75,45.65,46.09,44.52,432972.0
2016-07-22,44.19,44.6,44.97,43.74,428407.0
2016-07-23,43.8367,44.4667,44.77,43.4833,415550.3333
2016-07-24,43.4833,44.3333,44.57,43.2267,402693.6667
2016-07-25,43.13,44.2,44.37,42.97,389837.0
2016-07-26,42.92,43.07,43.39,42.36,461324.0
2016-07-27,41.92,42.66,43.2,41.68,537390.0
2016-07-28,41.14,41.93,42.22,41.04,447913.0
2016-07-29,41.6,41.12,41.67,40.57,478763.0
2016-07-30,41.0867,41.1967,41.74,40.32,496848.6667
2016-07-31,40.5733,41.2733,41.81,40.07,514934.3333
2016-08-01,40.06,41.35,41.88,39.82,533020.0
2016-08-02,39.51,40.08,40.91,39.26,534512.0
2016-08-03,40.83,39.7,41.2,39.19,655186.0
2016-08-04,41.93,41.16,42.08,40.43,598836.0
2016-08-05,41.8,41.84,42.1,41.06,550189.0
2016-08-06,42.2067,41.89,42.53,41.31,554302.6667
2016-08-07,42.6133,41.94,42.96,41.56,558416.3333
2016-08-08,43.02,41.99,43.39,41.81,562530.0
2016-08-09,42.77,42.83,43.52,42.47,624703.0
2016-08-10,41.71,42.74,43.39,41.42,676148.0
2016-08-11,43.49,41.48,43.86,41.1,682235.0
2016-08-12,44.49,43.46,44.78,43.31,536081.0
2016-08-13,44.9067,43.8867,45.1633,43.6667,531562.6667
2016-08-14,45.3233,44.3133,45.5467,44.0233,527044.3333
2016-08-15,45.74,44.74,45.93,44.38,522526.0
2016-08-16,46.58,45.59,46.73,45.34,550440.0
2016-08-17,46.79,46.37,46.95,45.84,563354.0
2016-08-18,48.22,46.9,48.38,46.63,229277.0
2016-08-19,48.52,48.33,48.75,47.93,162438.0
2016-08-20,48.03,48.3533,48.6333,47.5367,280044.0
2016-08-21,47.54,48.3767,48.5167,47.1433,397650.0
2016-08-22,47.05,48.4,48.4,46.75,515256.0
2016-08-23,48.1,47.39,48.32,46.59,623904.0
2016-08-24,46.77,47.59,47.74,46.45,603495.0
2016-08-25,47.33,46.8,47.46,46.42,458816.0
2016-08-26,47.64,47.37,48.46,46.94,558344.0
2016-08-27,47.42,47.32,48.0667,46.8333,475314.0
2016-08-28,47.2,47.27,47.6733,46.7267,392284.0
2016-08-29,46.98,47.22,47.28,46.62,309254.0
2016-08-30,46.35,46.98,47.49,46.21,464449.0
2016-08-31,44.7,46.24,46.41,44.51,549007.0
2016-09-01,43.16,44.85,45.08,43.0,605003.0
2016-09-02,44.44,43.55,44.67,43.16,576915.0
2016-09-03,44.5375,43.7,45.135,43.33,665722.5
2016-09-04,44.635,43.85,45.6,43.5,754530.0
2016-09-05,44.7325,44.0,46.065,43.67,843337.5
2016-09-06,44.83,44.15,46.53,43.84,932145.0
2016-09-07,45.5,44.85,46.17,44.55,572884.0
2016-09-08,47.62,46.12,47.75,45.77,761943.0
2016-09-09,45.88,47.36,47.36,45.56,688191.0
2016-09-10,46.0167,46.7633,47.0767,45.28,707132.6667
2016-09-11,46.1533,46.1667,46.7933,45.0,726074.3333
2016-09-12,46.29,45.57,46.51,44.72,745016.0
2016-09-13,44.9,46.06,46.13,44.77,657775.0
2016-09-14,43.58,45.0,45.33,43.42,705861.0
2016-09-15,43.91,43.7,44.34,43.26,537185.0
2016-09-16,43.03,43.71,43.75,42.74,231191.0
2016-09-17,43.12,43.5333,43.8833,42.8667,197413.0
2016-09-18,43.21,43.3567,44.0167,42.9933,163635.0
2016-09-19,43.3,43.18,44.15,43.12,129857.0
2016-09-20,43.44,43.13,44.05,42.55,694130.0
2016-09-21,45.34,44.5,45.65,44.5,585987.0
2016-09-22,46.32,45.62,46.52,45.52,521680.0
2016-09-23,44.48,46.07,46.55,44.22,718395.0
2016-09-24,44.9633,45.5867,46.4333,44.29,654636.3333
2016-09-25,45.4467,45.1033,46.3167,44.36,590877.6667
2016-09-26,45.93,44.62,46.2,44.43,527119.0
2016-09-27,44.67,45.62,45.96,44.19,630757.0
2016-09-28,47.05,44.96,47.45,44.35,1008434.0
2016-09-29,47.83,47.2,48.32,46.6,702649.0
2016-09-30,48.24,47.76,48.3,47.04,496515.0
2016-10-01,48.43,47.8533,48.54,47.2867,483683.6667
2016-10-02,48.62,47.9467,48.78,47.5333,470852.3333
2016-10-03,48.81,48.04,49.02,47.78,458021.0
2016-10-04,48.69,48.65,49.26,48.26,513710.0
2016-10-05,49.83,49.26,49.97,49.1,520070.0
2016-10-06,50.44,49.65,50.63,49.33,547915.0
2016-10-07,49.81,50.59,50.74,49.4,618809.0
2016-10-08,50.055,50.7175,50.94,49.6475,655508.75
2016-10-09,50.3,50.845,51.14,49.895,692208.5
2016-10-10,50.545,50.9725,51.34,50.1425,728908.25
2016-10-11,50.79,51.1,51.54,50.39,765608.0
2016-10-12,50.18,50.84,51.17,49.89,533884.0
2016-10-13,50.44,50.0,50.59,49.36,740676.0
2016-10-14,50.35,50.58,51.14,49.9,519431.0
2016-10-15,50.2133,50.4633,50.9533,49.7567,485861.6667
2016-10-16,50.0767,50.3467,50.7667,49.6133,452292.3333
2016-10-17,49.94,50.23,50.58,49.47,418723.0
2016-10-18,50.29,50.04,50.78,49.76,192803.0
2016-10-19,51.6,50.77,51.93,50.69,132427.0
2016-10-20,50.43,51.4,51.58,50.25,548947.0
2016-10-21,50.85,50.66,51.02,50.21,551300.0
2016-10-22,50.74,50.7233,51.0067,50.0133,575332.6667
2016-10-23,50.63,50.7867,50.9933,49.8167,599365.3333
2016-10-24,50.52,50.85,50.98,49.62,623398.0
2016-10-25,49.96,50.49,50.93,49.27,553778.0
2016-10-26,49.18,49.31,50.1,48.87,679320.0
2016-10-27,49.72,49.22,50.06,49.0,543173.0
2016-10-28,48.7,49.61,49.81,48.42,550081.0
2016-10-29,48.0867,49.1567,49.4533,47.8233,583133.0
2016-10-30,47.4733,48.7033,49.0967,47.2267,616185.0
2016-10-31,46.86,48.25,48.74,46.63,649237.0
2016-11-01,46.67,46.77,47.35,46.2,834989.0
2016-11-02,45.34,46.32,46.47,44.96,674322.0
2016-11-03,44.66,45.48,45.9,44.37,540439.0
2016-11-04,44.07,44.63,44.87,43.57,736685.0
2016-11-05,44.3433,44.57,44.9167,43.75,693034.3333
2016-11-06,44.6167,44.51,44.9633,43.93,649383.6667
2016-11-07,44.89,44.45,45.01,44.11,605733.0
2016-11-08,44.98,44.97,45.39,44.41,669639.0
2016-11-09,45.27,44.82,45.95,43.07,946512.0
2016-11-10,44.66,45.31,45.64,44.25,686338.0
2016-11-11,44.325,44.7825,45.1825,43.7375,690945.0
2016-11-12,43.99,44.255,44.725,43.225,695552.0
2016-11-13,43.655,43.7275,44.2675,42.7125,700159.0
2016-11-14,43.32,43.2,43.81,42.2,704766.0
2016-11-15,45.81,43.76,46.09,43.55,706177.0
2016-11-16,45.57,45.77,46.41,45.03,658169.0
2016-11-17,45.42,45.37,46.58,44.88,284874.0
2016-11-18,45.69,44.93,45.77,44.55,155651.0
2016-11-19,46.29,45.23,46.4467,44.9567,325542.6667
2016-11-20,46.89,45.53,47.1233,45.3633,495434.3333
2016-11-21,47.49,45.83,47.8,45.77,665326.0
2016-11-22,48.03,48.37,49.2,47.17,826208.0
2016-11-23,47.96,47.94,48.43,47.4,556861.0
2016-11-24,47.01,47.955,48.345,46.64,511419.0
2016-11-25,46.06,47.97,48.26,45.88,465977.0
2016-11-26,46.4,47.1233,48.0567,45.6333,555445.0
2016-11-27,46.74,46.2767,47.8533,45.3867,644913.0
2016-11-28,47.08,45.43,47.65,45.14,734381.0
2016-11-29,45.23,46.88,46.98,44.82,732818.0
2016-11-30,49.44,45.24,49.9,45.22,1311000.0
2016-12-01,51.06,49.07,51.8,48.98,974805.0
2016-12-02,51.68,51.01,51.73,50.18,667099.0
2016-12-03,51.7167,51.16,51.96,50.43,644993.3333
2016-12-04,51.7533,51.31,52.19,50.68,622887.6667
2016-12-05,51.79,51.46,52.42,50.93,600782.0
2016-12-06,50.93,50.97,51.6,50.28,642746.0
2016-12-07,49.77,50.93,51.2,49.72,816879.0
2016-12-08,50.84,49.88,50.98,49.61,780062.0
2016-12-09,51.5,50.92,51.66,50.86,652040.0
2016-12-10,51.9433,51.4733,52.61,51.3,717035.0
2016-12-11,52.3867,52.0267,53.56,51.74,782030.0
2016-12-12,52.83,52.58,54.51,52.18,847025.0
2016-12-13,52.98,52.51,53.41,52.35,638396.0
2016-12-14,51.04,52.45,52.78,50.67,677957.0
2016-12-15,50.9,50.79,51.48,49.95,551759.0
2016-12-16,51.9,51.1,52.08,50.5,252567.0
2016-12-17,51.9733,51.45,52.2267,50.8367,211708.0
2016-12-18,52.0467,51.8,52.3733,51.1733,170849.0
2016-12-19,52.12,52.15,52.52,51.51,129990.0
2016-12-20,52.23,52.11,52.7,51.85,416592.0
2016-12-21,52.49,53.56,53.79,52.32,471993.0
2016-12-22,52.95,52.52,53.19,52.08,393487.0
2016-12-23,53.02,52.68,53.28,52.26,285166.0
2016-12-24,53.24,52.8325,53.485,52.4525,283201.0
2016-12-25,53.46,52.985,53.69,52.645,281236.0
2016-12-26,53.68,53.1375,53.895,52.8375,279271.0
2016-12-27,53.9,53.29,54.1,53.03,277306.0
2016-12-28,54.06,53.93,54.37,53.56,322535.0
2016-12-29,53.77,53.66,54.21,53.46,360194.0
2016-12-30,53.72,53.87,54.09,53.41,271094.0
2016-12-31,53.3725,53.9525,54.3775,53.085,385268.75
2017-01-01,53.025,54.035,54.665,52.76,499443.5
2017-01-02,52.6775,54.1175,54.9525,52.435,613618.25
2017-01-03,52.33,54.2,55.24,52.11,727793.0
2017-01-04,53.26,52.49,53.43,52.15,512641.0
2017-01-05,53.76,53.39,54.12,52.79,517362.0
2017-01-06,53.99,53.73,54.32,53.32,528333.0
2017-01-07,53.3133,53.7367,54.1567,52.8,540519.6667
2017-01-08,52.6367,53.7433,53.9933,52.28,552706.3333
2017-01-09,51.96,53.75,53.83,51.76,564893.0
2017-01-10,50.82,51.83,52.37,50.71,632573.0
2017-01-11,52.25,50.81,52.78,50.75,815846.0
2017-01-12,53.01,52.37,53.5,52.12,660703.0
2017-01-13,52.37,53.05,53.17,52.27,477986.0
2017-01-14,52.3975,52.925,53.2575,52.2325,509995.25
2017-01-15,52.425,52.8,53.345,52.195,542004.5
2017-01-16,52.4525,52.675,53.4325,52.1575,574013.75
2017-01-17,52.48,52.55,53.52,52.12,606023.0
2017-01-18,51.08,52.52,52.79,50.91,236238.0
2017-01-19,51.37,51.39,51.87,51.02,122593.0
2017-01-20,52.42,51.45,52.9,51.39,567231.0
2017-01-21,52.53,52.0767,53.09,51.6633,529931.6667
2017-01-22,52.64,52.7033,53.28,51.9367,492632.3333
2017-01-23,52.75,53.33,53.47,52.21,455333.0
2017-01-24,53.18,52.86,53.56,52.67,520285.0
2017-01-25,52.75,52.95,53.47,52.56,589709.0
2017-01-26,53.78,52.96,54.06,52.79,578065.0
2017-01-27,53.17,53.74,54.08,52.58,495556.0
2017-01-28,52.99,53.5433,53.8733,52.5233,492473.6667
2017-01-29,52.81,53.3467,53.6667,52.4667,489391.3333
2017-01-30,52.63,53.15,53.46,52.41,486309.0
2017-01-31,52.81,52.6,53.56,52.24,586676.0
2017-02-01,53.88,52.76,53.91,52.64,577243.0
2017-02-02,53.54,53.57,54.34,53.35,492553.0
2017-02-03,53.83,53.68,54.22,53.4,462616.0
2017-02-04,53.5567,53.7233,54.19,53.2367,450105.6667
2017-02-05,53.2833,53.7667,54.16,53.0733,437595.3333
2017-02-06,53.01,53.81,54.13,52.91,425085.0
2017-02-07,52.17,53.14,53.24,51.63,624057.0
2017-02-08,52.34,51.64,52.67,51.22,767379.0
2017-02-09,53.0,52.37,53.21,52.37,610196.0
2017-02-10,53.86,53.15,54.13,52.9,596449.0
2017-02-11,53.55,53.3667,54.07,52.8567,592977.3333
2017-02-12,53.24,53.5833,54.01,52.8133,589505.6667
2017-02-13,52.93,53.8,53.95,52.77,586034.0
2017-02-14,53.2,52.91,53.72,52.86,493022.0
2017-02-15,53.11,53.0,53.51,52.73,463638.0
2017-02-16,53.36,53.01,53.59,52.68,343363.0
2017-02-17,53.4,53.47,53.52,52.88,195352.0
2017-02-18,53.565,53.4725,53.81,52.9975,312841.5
2017-02-19,53.73,53.475,54.1,53.115,430331.0
2017-02-20,53.895,53.4775,54.39,53.2325,547820.5
2017-02-21,54.06,53.48,54.68,53.35,665310.0
2017-02-22,53.59,54.26,54.6,53.35,499480.0
2017-02-23,54.45,53.91,54.94,53.87,529880.0
2017-02-24,53.99,54.33,54.51,53.76,395258.0
2017-02-25,54.01,54.2267,54.5433,53.82,394965.3333
2017-02-26,54.03,54.1233,54.5767,53.88,394672.6667
2017-02-27,54.05,54.02,54.61,53.94,394380.0
2017-02-28,54.01,54.04,54.23,53.18,593909.0
2017-03-01,53.83,53.95,54.44,53.63,491289.0
2017-03-02,52.61,53.69,53.8,52.54,638390.0
2017-03-03,53.33,52.58,53.39,52.55,436360.0
2017-03-04,53.2867,52.7833,53.4467,52.62,458804.0
2017-03-05,53.2433,52.9867,53.5033,52.69,481248.0
2017-03-06,53.2,53.19,53.56,52.76,503692.0
2017-03-07,53.14,53.17,53.8,52.71,494677.0
2017-03-08,50.28,52.79,52.92,50.05,963392.0
2017-03-09,49.28,50.22,50.84,48.59,1073506.0
2017-03-10,48.49,49.61,50.11,48.31,796960.0
2017-03-11,48.46,49.2233,49.6333,48.1733,731760.6667
2017-03-12,48.43,48.8367,49.1567,48.0367,666561.3333
2017-03-13,48.4,48.45,48.68,47.9,601362.0
2017-03-14,47.72,48.45,48.79,47.09,857711.0
2017-03-15,48.86,48.76,49.04,48.16,655788.0
2017-03-16,48.75,49.01,49.62,48.45,516853.0
2017-03-17,48.78,48.79,49.2,48.6,172340.0
2017-03-18,48.5933,48.76,49.0467,48.3467,162312.6667
2017-03-19,48.4067,48.73,48.8933,48.0933,152285.3333
2017-03-20,48.22,48.7,48.74,47.84,142258.0
2017-03-21,47.34,47.93,48.73,47.23,628119.0
2017-03-22,48.04,48.16,48.32,47.01,680849.0
2017-03-23,47.7,48.15,48.48,47.58,499878.0
2017-03-24,47.97,47.67,48.2,47.54,421027.0
2017-03-25,47.89,47.82,48.2267,47.3867,436076.6667
2017-03-26,47.81,47.97,48.2533,47.2333,451126.3333
2017-03-27,47.73,48.12,48.28,47.08,466176.0
2017-03-28,48.37,47.89,48.74,47.8,502377.0
2017-03-29,49.51,48.47,49.63,48.38,548615.0
2017-03-30,50.35,49.6,50.47,49.27,580668.0
2017-03-31,50.6,50.32,50.85,49.9,527607.0
2017-04-01,50.48,50.4433,50.8433,49.9733,498646.0
2017-04-02,50.36,50.5667,50.8367,50.0467,469685.0
2017-04-03,50.24,50.69,50.83,50.12,440724.0
2017-04-04,51.03,50.24,51.3,49.88,532054.0
2017-04-05,51.15,51.18,51.88,50.74,651398.0
2017-04-06,51.7,50.8,51.82,50.77,473019.0
2017-04-07,52.24,51.7,52.94,51.49,796437.0
2017-04-08,52.52,51.9033,53.02,51.7567,719437.6667
2017-04-09,52.8,52.1067,53.1,52.0233,642438.3333
2017-04-10,53.08,52.31,53.18,52.29,565439.0
2017-04-11,53.4,53.13,53.45,52.7,598003.0
2017-04-12,53.11,53.4,53.76,52.71,629805.0
2017-04-13,53.18,52.85,53.39,52.82,480835.0
2017-04-14,53.0475,52.88,53.345,52.7525,442211.25
2017-04-15,52.915,52.91,53.3,52.685,403587.5
2017-04-16,52.7825,52.94,53.255,52.6175,364963.75
2017-04-17,52.65,52.97,53.21,52.55,326340.0
2017-04-18,52.41,52.75,52.85,52.1,202043.0
2017-04-19,50.44,52.36,52.65,50.09,133173.0
2017-04-20,50.27,50.63,50.97,50.18,606263.0
2017-04-21,49.62,50.71,50.93,49.2,687474.0
2017-04-22,49.49,50.3667,50.6933,49.1433,630948.3333
2017-04-23,49.36,50.0233,50.4567,49.0867,574422.6667
2017-04-24,49.23,49.68,50.22,49.03,517897.0
2017-04-25,49.56,49.22,49.83,48.87,587240.0
2017-04-26,49.62,49.36,50.2,48.94,655717.0
2017-04-27,48.97,49.22,49.43,48.2,771189.0
2017-04-28,49.33,49.27,49.76,48.8,633992.0
2017-04-29,49.1667,49.2367,49.6133,48.73,544123.3333
2017-04-30,49.0033,49.2033,49.4667,48.66,454254.6667
2017-05-01,48.84,49.17,49.32,48.59,364386.0
2017-05-02,47.66,48.78,49.28,47.35,702375.0
2017-05-03,47.82,48.12,48.23,47.3,691319.0
2017-05-04,45.52,47.6,47.75,45.29,943959.0
2017-05-05,46.22,45.51,46.68,43.76,1021610.0
2017-05-06,46.29,45.79,46.78,44.4167,942758.3333
2017-05-07,46.36,46.07,46.88,45.0733,863906.6667
2017-05-08,46.43,46.35,46.98,45.73,785055.0
2017-05-09,45.88,46.49,46.78,45.53,701944.0
2017-05-10,47.33,46.18,47.78,46.01,819796.0
2017-05-11,47.83,47.39,48.22,47.34,661783.0
2017-05-12,47.84,47.81,48.07,47.35,537490.0
2017-05-13,48.1767,47.8233,48.6,47.4833,587377.6667
2017-05-14,48.5133,47.8367,49.13,47.6167,637265.3333
2017-05-15,48.85,47.85,49.66,47.75,687153.0
2017-05-16,48.66,48.82,49.38,48.17,589212.0
2017-05-17,49.07,48.23,49.5,48.03,650107.0
2017-05-18,49.35,48.93,49.6,48.05,242754.0
2017-05-19,50.33,49.28,50.53,49.28,146452.0
2017-05-20,50.4633,49.72,50.7067,49.6667,285738.0
2017-05-21,50.5967,50.16,50.8833,50.0533,425024.0
2017-05-22,50.73,50.6,51.06,50.44,564310.0
2017-05-23,51.47,51.04,51.79,50.57,584139.0
2017-05-24,51.36,51.44,51.88,51.03,736341.0
2017-05-25,48.9,51.25,52.0,48.45,1147389.0
2017-05-26,49.8,48.75,49.94,48.18,763920.0
2017-05-27,49.765,49.045,50.025,48.3925,738811.5
2017-05-28,49.73,49.34,50.11,48.605,713703.0
2017-05-29,49.695,49.635,50.195,48.8175,688594.5
2017-05-30,49.66,49.93,50.28,49.03,663486.0
2017-05-31,48.32,49.65,49.71,47.73,779144.0
2017-06-01,48.36,48.63,49.17,47.9,774478.0
2017-06-02,47.66,48.04,48.19,46.74,802662.0
2017-06-03,47.5733,47.93,48.2667,46.78,771841.0
2017-06-04,47.4867,47.82,48.3433,46.82,741020.0
2017-06-05,47.4,47.71,48.42,46.86,710199.0
2017-06-06,48.19,47.4,48.4,46.94,825056.0
2017-06-07,45.72,47.98,48.23,45.65,1182327.0
2017-06-08,45.64,45.85,46.18,45.2,927695.0
2017-06-09,45.83,45.71,46.18,45.27,735933.0
2017-06-10,45.9133,45.74,46.3567,45.4,712877.0
2017-06-11,45.9967,45.77,46.5333,45.53,689821.0
2017-06-12,46.08,45.8,46.71,45.66,666765.0
2017-06-13,46.46,46.01,46.57,45.56,783320.0
2017-06-14,44.73,45.94,46.49,44.54,924408.0
2017-06-15,44.46,44.69,44.81,44.22,500938.0
2017-06-16,44.74,44.25,44.94,44.24,191824.0
2017-06-17,44.56,44.3933,44.98,44.1767,169197.0
2017-06-18,44.38,44.5367,45.02,44.1133,146570.0
2017-06-19,44.2,44.68,45.06,44.05,123943.0
2017-06-20,43.23,44.11,44.4,42.75,894104.0
2017-06-21,42.53,43.38,44.2,42.05,1071747.0
2017-06-22,42.74,42.55,43.32,42.26,668830.0
2017-06-23,43.01,42.8,43.2,42.53,690906.0
2017-06-24,43.1333,42.92,43.35,42.5633,681055.3333
2017-06-25,43.2567,43.04,43.5,42.5967,671204.6667
2017-06-26,43.38,43.16,43.65,42.63,661354.0
2017-06-27,44.24,43.49,44.44,43.32,759115.0
2017-06-28,44.74,43.7,44.9,43.67,753375.0
2017-06-29,44.93,44.89,45.45,44.65,768946.0
2017-06-30,46.04,44.89,46.35,44.88,677408.0
2017-07-01,45.858,45.32,46.544,44.806,776642.6
2017-07-02,45.676,45.75,46.738,44.732,875877.2
2017-07-03,45.494,46.18,46.932,44.658,975111.8
2017-07-04,45.312,46.61,47.126,44.584,1074346.4
2017-07-05,45.13,47.04,47.32,44.51,1173581.0
2017-07-06,45.52,45.65,46.53,45.18,969676.0
2017-07-07,44.23,45.35,45.42,43.78,975914.0
2017-07-08,44.2867,45.0167,45.2267,43.7367,933466.0
2017-07-09,44.3433,44.6833,45.0333,43.6933,891018.0
2017-07-10,44.4,44.35,44.84,43.65,848570.0
2017-07-11,45.04,44.58,45.81,43.83,1010691.0
2017-07-12,45.49,45.74,46.48,45.11,963505.0
2017-07-13,46.08,45.44,46.28,44.99,748971.0
2017-07-14,46.54,46.08,46.74,45.8,742895.0
2017-07-15,46.3667,46.28,46.7867,45.83,682141.0
2017-07-16,46.1933,46.48,46.8333,45.86,621387.0
2017-07-17,46.02,46.68,46.88,45.89,560633.0
2017-07-18,46.4,45.99,46.92,45.81,208420.0
2017-07-19,47.12,46.25,47.26,46.14,140677.0
2017-07-20,46.79,47.09,47.55,46.66,720621.0
2017-07-21,45.77,46.91,47.21,45.54,769438.0
2017-07-22,45.96,46.48,46.9833,45.4933,748928.6667
